Respondent_ID,Age_Range,Gender,Disability_Status,Location_Type,Country,African_Region,Value_Chain,Organization_Name,Organization_Type,Complement_Existing_Platforms_Score,Framework_Inclusivity_Score,Governance_Transparency_Score,Membership_Clarity_Score,Stakeholder_Participation_Score,Trust_Building_Score,Finance_Barrier_Score,Land_Access_Barrier_Score,Climate_Risk_Score,Technology_Barrier_Score,Funding_Support_Need,Land_Ownership_Importance,Early_Warning_Importance,Capacity_Building_Need,Technology_Intervention_Need,KPI_Alignment_Score,Impact_Measurement_Score,Gender_Data_Promotion_Score,Continuous_Learning_Score,Reporting_Level,Resource_Mobilization_Score,Funding_Diversification_Score,Partnership_Strategy_Score,Knowledge_Sharing_Score,Government_Partner,Private_Sector_Partner,International_Org_Partner,Academia_Partner,Farmers_Association_Partner,CSO_Partner,Staffing_Readiness_Score,Communication_Readiness_Score,Women_Involvement_Score,Hybrid_Platform_Readiness_Score,Strategic_Alignment_Score,Lessons_Learned_Text,Innovation_Recommendations_Text,Inclusivity_Recommendations_Text,Vulnerability_Index,Governance_Readiness_Score,Sustainability_Score,MELAR_Readiness_Score,Intervention_Priority,Avg_Barrier_Score,Avg_Readiness_Score,Avg_Need_Score,Readiness_Gap,Rural_Female,Young_Respondent,Disability_Flag,Total_Partners,Priority_Ordinal,Gov_High,Sus_High,Exclusion_Risk_Score,Risk_Level,Cluster,WAEI_Participation,WAEI_Governance,WAEI_Resilience,WAEI_Sustainability,WAEI_Inclusion,WAEI_Score,Recommendations,Urgency,Num_Interventions
RESP_02311,18-35,Female,No,Semi-Urban,DR Congo,Central Africa,Agri-Tech,Continental Agri Ltd,Community Network,3,3,3,4,4,4,5,4,5,5,4,4,4,4,4,3,4,4,3,Continental,4,4,4,3,1,1,1,1,1,0,3,4,4,3,4,Need stronger digital extension systems for women farmers,Support aggregation and funding of agricultural research,Improve equitable funding access mechanisms,4.75,3.5,3.75,3.5,Critical,4.75,3.6,4.0,1.15,0,1,0,5,3,0,1,3.2,High,0,66.66666666666666,45.45454545454545,7.142857142857139,50.0,33.33333333333333,43.63,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_02312,18-35,Female,No,Rural,Kenya,East Africa,Marketing,EcoFarm Network,Private Agribusiness,5,4,4,4,4,5,4,4,5,4,5,5,5,4,4,3,5,5,4,National,5,4,4,4,1,1,1,0,0,1,4,5,5,4,4,Funding access remains difficult for rural women cooperatives,Scale youth agritech incubation hubs,Improve equitable funding access mechanisms,4.25,4.0,4.25,4.25,High,4.25,4.4,4.6,-0.15,1,1,0,4,2,1,1,3.0,High,0,100.0,63.63636363636363,21.42857142857143,70.0,66.66666666666666,67.36,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02313,18-35,Female,No,Rural,DR Congo,Central Africa,Agri-Tech,Ubuntu Agri Network,Community Network,4,3,2,5,4,5,5,4,5,3,5,4,4,5,5,3,4,5,4,National,3,2,4,4,0,1,0,0,1,1,4,4,4,3,4,Need stronger digital extension systems for women farmers,Scale youth agritech incubation hubs,Increase disability-inclusive participation frameworks,4.25,3.5,3.25,4.0,High,4.25,3.8,4.6,0.45,1,1,0,3,2,0,0,3.15,High,0,66.66666666666666,45.45454545454545,21.42857142857143,30.0,33.33333333333333,43.48,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_02314,46-60,Female,No,Semi-Urban,Morocco,Northern Africa,Agri-Tech,EcoFarm Network,Research Institution,4,4,3,3,4,4,3,4,4,5,4,5,4,5,5,5,3,5,4,Sub-national,5,4,3,5,1,0,1,0,0,1,5,3,5,5,4,Technology adoption is improving productivity outcomes,Deploy mobile agricultural advisory platforms,Improve equitable funding access mechanisms,4.0,3.5,4.25,4.25,High,4.0,4.4,4.6,-0.4,0,0,0,3,2,0,1,2.55,Moderate,0,100.0,45.45454545454545,28.57142857142857,70.0,66.66666666666666,64.24,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_02315,18-35,Female,No,Urban,Zimbabwe,Southern Africa,Agri-Finance,SeedFuture Institute,Farmers Association,4,3,4,4,5,5,3,4,4,2,4,3,4,5,4,5,3,4,4,Sub-national,4,2,4,4,1,0,1,0,0,1,3,4,4,3,4,Need stronger digital extension systems for women farmers,Create women-focused digital financing systems,Increase disability-inclusive participation frameworks,3.25,4.0,3.5,4.0,Moderate,3.25,3.6,4.0,-0.35,0,1,0,3,1,1,0,2.3,Low,1,66.66666666666666,63.63636363636363,50.0,40.0,33.33333333333333,55.24,Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Capacity building programme enrolment,Routine,3
RESP_02316,36-45,Female,No,Urban,Senegal,West Africa,Agri-Finance,Delta Agri Hub,Community Network,4,3,4,4,4,3,4,3,4,2,5,5,4,4,5,4,4,5,5,Sub-national,3,3,4,5,0,1,0,0,1,0,3,5,4,4,4,Need stronger digital extension systems for women farmers,Deploy mobile agricultural advisory platforms,Expand awareness campaigns in rural communities,3.25,3.75,3.75,4.5,Moderate,3.25,4.0,4.6,-0.75,0,0,0,2,1,0,1,2.2,Low,1,66.66666666666666,54.54545454545454,50.0,50.0,33.33333333333333,54.47,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_02317,18-35,Female,No,Urban,Sierra Leone,West Africa,Others,Savanna Tech Group,Community Network,4,4,3,3,4,5,3,2,2,2,4,5,5,4,3,4,4,5,5,Regional,4,4,4,4,0,0,0,0,1,1,4,3,5,5,4,Local partnerships improve sustainability and trust,Create women-focused digital financing systems,Expand awareness campaigns in rural communities,2.25,3.5,4.0,4.5,Low,2.25,4.2,4.2,-1.95,0,1,0,2,0,0,1,1.55,Low,1,100.0,45.45454545454545,78.57142857142857,60.0,66.66666666666666,72.74,Capacity building programme enrolment,Routine,1
RESP_02318,18-35,Female,No,Urban,South Africa,Southern Africa,Others,Grassroots AgriCo,Research Institution,4,4,4,4,4,5,3,3,2,2,5,4,4,4,4,4,3,4,4,Continental,4,4,4,5,1,0,1,0,1,0,4,4,3,5,4,Funding access remains difficult for rural women cooperatives,Scale youth agritech incubation hubs,Expand awareness campaigns in rural communities,2.5,4.0,4.25,3.75,Low,2.5,4.0,4.2,-1.5,0,1,0,3,0,1,1,1.75,Low,1,33.33333333333333,63.63636363636363,71.42857142857143,70.0,66.66666666666666,57.36,Capacity building programme enrolment,Routine,1
RESP_02319,36-45,Female,No,Rural,Gabon,Central Africa,Services,EcoFarm Network,Community Network,3,3,3,4,5,4,4,4,3,5,5,4,4,4,4,4,5,4,4,National,3,4,4,4,0,0,1,0,0,1,4,5,4,4,4,Funding access remains difficult for rural women cooperatives,Deploy mobile agricultural advisory platforms,Promote women leadership representation,4.0,3.75,3.75,4.25,High,4.0,4.2,4.2,-0.2,1,0,0,2,2,0,1,2.9,Moderate,0,66.66666666666666,54.54545454545454,28.57142857142857,50.0,33.33333333333333,50.18,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,6
RESP_02320,18-35,Female,No,Urban,Morocco,Northern Africa,Production,BushVeld Research,Government Agency,5,5,2,4,5,4,2,4,4,2,5,3,5,3,5,5,2,5,4,National,4,3,4,3,0,1,0,1,0,1,3,5,5,4,4,Funding access remains difficult for rural women cooperatives,Deploy mobile agricultural advisory platforms,Improve equitable funding access mechanisms,3.0,4.0,3.5,4.0,Moderate,3.0,4.2,4.2,-1.2,0,1,0,3,1,1,0,2.0,Low,1,100.0,63.63636363636363,57.142857142857146,40.0,100.0,73.34,Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support,Routine,2
RESP_02321,36-45,Female,No,Semi-Urban,Zambia,Southern Africa,Others,AfroHarvest Initiative,Private Agribusiness,4,4,5,4,5,5,3,2,4,5,4,4,4,4,5,4,3,4,3,Regional,4,4,4,4,1,1,0,1,0,1,3,3,4,5,5,Climate adaptation training should be expanded,Scale youth agritech incubation hubs,Promote women leadership representation,3.5,4.5,4.0,3.5,Moderate,3.5,4.0,4.2,-0.5,0,0,0,4,1,1,1,2.35,Low,1,66.66666666666666,81.81818181818183,42.85714285714286,60.0,66.66666666666666,64.69,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_02322,36-45,Female,No,Semi-Urban,Uganda,East Africa,Production,Sunrise Food Systems,Farmers Association,4,4,4,4,3,4,3,5,2,4,5,5,5,4,5,4,4,4,3,Regional,3,4,4,4,0,0,1,0,0,0,4,5,4,4,4,Funding access remains difficult for rural women cooperatives,Introduce AI-supported climate monitoring systems,Increase disability-inclusive participation frameworks,3.5,3.75,3.75,3.75,Moderate,3.5,4.2,4.8,-0.7,0,0,0,1,1,0,1,2.3,Low,1,66.66666666666666,54.54545454545454,42.85714285714286,50.0,66.66666666666666,56.37,Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_02323,61+,Female,No,Semi-Urban,Nigeria,West Africa,Processing,EcoFarm Network,Community Network,4,4,3,5,4,4,4,4,4,3,5,5,3,4,4,4,4,5,4,National,5,4,4,5,1,1,1,0,0,0,4,3,4,3,4,Funding access remains difficult for rural women cooperatives,Introduce AI-supported climate monitoring systems,Expand awareness campaigns in rural communities,3.75,4.0,4.5,4.25,High,3.75,3.6,4.2,0.15,0,0,0,3,2,1,1,2.6,Moderate,1,66.66666666666666,63.63636363636363,35.71428571428571,80.0,66.66666666666666,61.72,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Capacity building programme enrolment,High,4
RESP_02324,46-60,Female,No,Urban,Uganda,East Africa,Marketing,Sunrise Food Systems,Private Agribusiness,5,3,4,4,4,4,5,2,3,3,4,4,4,4,4,4,4,4,3,Sub-national,3,4,3,4,0,1,0,0,0,1,4,4,5,4,4,Need stronger digital extension systems for women farmers,Support aggregation and funding of agricultural research,Strengthen gender-responsive technology access,3.25,3.75,3.5,3.75,Moderate,3.25,4.2,4.0,-0.95,0,0,0,2,1,0,0,2.15,Low,1,100.0,54.54545454545454,50.0,40.0,33.33333333333333,62.97,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_02325,36-45,Female,No,Urban,Algeria,Northern Africa,Production,FarmFirst Alliance,Research Institution,4,5,4,3,3,3,4,2,4,2,3,4,4,5,3,5,3,4,3,Regional,4,3,4,4,0,1,0,0,0,1,4,3,4,4,3,Need stronger digital extension systems for women farmers,Scale youth agritech incubation hubs,Increase disability-inclusive participation frameworks,3.0,3.75,3.75,3.75,Moderate,3.0,3.6,3.8,-0.6,0,0,0,2,1,0,1,2.15,Low,1,66.66666666666666,54.54545454545454,57.142857142857146,50.0,100.0,62.56,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_02326,36-45,Female,No,Rural,Morocco,Northern Africa,Agri-Tech,Grassroots AgriCo,Government Agency,4,5,3,3,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,Regional,4,4,4,4,0,0,1,1,1,0,4,4,5,4,4,Climate adaptation training should be expanded,Deploy mobile agricultural advisory platforms,Increase disability-inclusive participation frameworks,4.5,3.5,4.0,4.0,Critical,4.5,4.2,4.0,0.3,1,0,0,3,3,0,1,3.2,High,0,100.0,45.45454545454545,14.285714285714292,60.0,100.0,63.22,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02327,36-45,Female,No,Rural,Uganda,East Africa,Marketing,EcoFarm Network,Community Network,4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,3,3,5,4,National,3,3,3,4,1,1,0,1,1,0,4,4,5,5,4,Need stronger digital extension systems for women farmers,Scale youth agritech incubation hubs,Expand awareness campaigns in rural communities,4.0,4.0,3.25,3.75,High,4.0,4.4,4.4,-0.4,1,0,0,4,2,1,0,2.85,Moderate,0,100.0,63.63636363636363,28.57142857142857,30.0,66.66666666666666,62.79,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02328,18-35,Female,No,Semi-Urban,Zambia,Southern Africa,Marketing,Afri-Impact NGO,Government Agency,5,4,4,3,4,4,2,4,3,4,5,4,5,5,5,5,4,5,4,Continental,4,3,4,4,0,0,0,0,1,0,3,3,4,5,5,Funding access remains difficult for rural women cooperatives,Support aggregation and funding of agricultural research,Strengthen gender-responsive technology access,3.25,3.75,3.75,4.5,Moderate,3.25,4.0,4.8,-0.75,0,1,0,1,1,0,1,2.2,Low,1,66.66666666666666,54.54545454545454,50.0,50.0,66.66666666666666,57.8,Digital literacy & agri-tech platform access | Land rights advocacy & documentation support | Capacity building programme enrolment,High,3
RESP_02329,18-35,Female,No,Semi-Urban,Gabon,Central Africa,Services,Savanna Tech Group,Private Agribusiness,3,3,2,4,3,5,5,3,4,4,4,4,4,5,4,5,4,4,4,National,3,4,4,5,0,1,0,1,1,1,4,3,4,4,4,Need stronger digital extension systems for women farmers,Scale youth agritech incubation hubs,Expand awareness campaigns in rural communities,4.0,3.0,4.0,4.25,High,4.0,3.8,4.2,0.2,0,1,0,4,2,0,1,2.7,Moderate,0,66.66666666666666,27.27272727272727,28.57142857142857,60.0,33.33333333333333,44.87,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_02330,18-35,Female,No,Rural,Kenya,East Africa,Services,Oasis Farm Group,NGO,4,3,4,4,2,4,4,5,4,5,5,4,3,5,4,4,3,5,5,Sub-national,4,3,4,4,0,0,0,0,0,1,4,4,3,2,4,Need stronger digital extension systems for women farmers,Deploy mobile agricultural advisory platforms,Improve equitable funding access mechanisms,4.5,3.25,3.75,4.25,Critical,4.5,3.4,4.2,1.1,1,1,0,1,3,0,1,3.4,High,0,33.33333333333333,36.36363636363637,14.285714285714292,50.0,33.33333333333333,32.78,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02331,18-35,Female,No,Semi-Urban,Zambia,Southern Africa,Production,Ubuntu Agri Network,Community Network,4,4,5,3,4,4,4,3,4,3,4,2,4,5,5,5,4,5,4,Regional,2,4,5,3,1,0,0,1,1,0,4,5,4,4,5,Local partnerships improve sustainability and trust,Deploy mobile agricultural advisory platforms,Expand awareness campaigns in rural communities,3.5,4.0,3.5,4.5,Moderate,3.5,4.4,4.0,-0.9,0,1,0,3,1,1,0,2.25,Low,1,66.66666666666666,63.63636363636363,42.85714285714286,40.0,66.66666666666666,57.15,Agricultural credit & microfinance access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,3
RESP_02332,36-45,Female,No,Rural,DR Congo,Central Africa,Production,BushVeld Research,NGO,5,4,3,3,5,4,4,4,4,4,3,5,4,4,5,4,5,5,4,National,4,4,4,5,1,0,0,1,0,0,3,3,3,5,3,Local partnerships improve sustainability and trust,Introduce AI-supported climate monitoring systems,Strengthen gender-responsive technology access,4.0,3.75,4.25,4.5,High,4.0,3.4,4.2,0.6,1,0,0,2,2,0,1,3.1,High,0,33.33333333333333,54.54545454545454,28.57142857142857,70.0,66.66666666666666,46.52,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02333,18-35,Female,No,Rural,Chad,Central Africa,Processing,AgriLink Cooperative,Women Cooperative,4,4,3,2,4,3,5,5,4,4,5,4,4,5,4,4,4,5,4,National,5,3,3,5,0,1,1,0,0,1,3,4,5,5,4,Funding access remains difficult for rural women cooperatives,Create women-focused digital financing systems,Promote women leadership representation,4.5,3.25,4.0,4.25,Critical,4.5,4.2,4.4,0.3,1,1,0,3,3,0,1,3.2,High,0,100.0,36.36363636363637,14.285714285714292,60.0,66.66666666666666,57.61,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Rural women extension services & cooperative support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,7
RESP_02334,61+,Male,No,Rural,Egypt,Northern Africa,Agri-Finance,AfroHarvest Initiative,Private Agribusiness,5,4,4,3,4,3,4,4,4,4,5,3,4,3,4,3,5,5,4,Continental,4,4,3,5,1,1,0,0,1,1,4,3,5,3,4,Need stronger digital extension systems for women farmers,Support aggregation and funding of agricultural research,Increase disability-inclusive participation frameworks,4.0,3.75,4.0,4.25,High,4.0,3.8,3.8,0.2,0,0,0,4,2,0,1,2.7,Moderate,0,100.0,54.54545454545454,28.57142857142857,60.0,66.66666666666666,65.02,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support,Critical,5
RESP_02335,61+,Male,No,Semi-Urban,Algeria,Northern Africa,Marketing,Sahel Solutions Ltd,Research Institution,4,3,3,4,3,4,4,3,4,4,5,4,5,4,4,3,4,4,5,National,4,4,3,4,1,0,1,1,1,0,3,3,4,3,5,Need stronger digital extension systems for women farmers,Scale youth agritech incubation hubs,Strengthen gender-responsive technology access,3.75,3.25,3.75,4.0,High,3.75,3.6,4.4,0.15,0,0,0,4,2,0,1,2.6,Moderate,1,66.66666666666666,36.36363636363637,35.71428571428571,50.0,33.33333333333333,47.07,Agricultural credit & microfinance access | Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Capacity building programme enrolment,High,4
RESP_02336,61+,Male,No,Urban,Senegal,West Africa,Agri-Finance,BushVeld Research,Women Cooperative,5,5,3,4,4,3,4,2,3,3,5,4,5,5,4,5,5,4,4,Sub-national,4,4,3,4,1,1,0,0,0,0,3,4,3,3,5,Local partnerships improve sustainability and trust,Create women-focused digital financing systems,Strengthen gender-responsive technology access,3.0,4.0,3.75,4.5,Moderate,3.0,3.6,4.6,-0.6,0,0,0,2,1,1,1,2.15,Low,1,33.33333333333333,63.63636363636363,57.142857142857146,50.0,100.0,54.84,Agricultural credit & microfinance access | Capacity building programme enrolment,High,2
RESP_02337,18-35,Male,No,Rural,Morocco,Northern Africa,Others,Delta Agri Hub,Private Agribusiness,3,5,3,4,4,4,3,5,4,4,5,5,4,4,3,3,4,2,5,Continental,4,3,3,5,1,0,1,0,1,1,4,4,4,4,3,Need stronger digital extension systems for women farmers,Support aggregation and funding of agricultural research,Increase disability-inclusive participation frameworks,4.0,4.0,3.75,3.5,High,4.0,3.8,4.2,0.2,0,1,0,4,2,1,1,2.7,Moderate,0,66.66666666666666,63.63636363636363,28.57142857142857,50.0,100.0,59.12,Digital literacy & agri-tech platform access | Climate-smart agriculture & early warning systems | Land rights advocacy & documentation support | Emergency AfriAgri welfare inclusion support | Capacity building programme enrolment,Critical,5
RESP_02338,36-45,Female,Yes,Urban,Zambia,Southern Africa,Production,ProAgri Associates,NGO,5,5,3,3,4,3,3,2,1,2,5,3,4,5,4,4,5,3,4,Continental,3,2,5,3,1,0,0,1,1,1,4,3,4,3,5,Technology adoption is improving productivity outcomes,Scale youth agritech incubation hubs,Improve equitable funding access mechanisms,2.0,3.75,3.25,4.0,Low,2.0,3.8,4.2,-1.8,0,0,1,4,0,0,0,2.0,Low,1,66.66666666666666,54.54545454545454,85.71428571428572,30.0,100.0,65.28,Disability-inclusive programme design & access accommodations | Capacity building programme enrolment,Routine,2
